-32.278,57.516
-31.909,57.971
-33.233,56.626
-33.489,56.497
-33.805,56.193
-33.749,56.219
-34.646,55.353
-37.170,52.680
-37.001,52.899
-37.114,52.863
-36.231,53.690
-35.370,54.558
-36.194,53.652
-38.177,51.792
-38.113,51.882
-37.874,52.124
-36.934,52.932
-35.885,54.110
-36.696,53.076
-36.778,53.184
-36.795,53.197
-37.457,52.543
-37.420,52.575
-36.983,52.809
-38.114,51.306
-40.433,49.369
-37.610,50.027
-36.105,50.428
-36.650,48.141
-36.948,47.548
-37.609,46.455
-44.816,40.599
-36.667,47.346
-33.199,50.057
-30.737,54.297
-28.825,61.001
-27.907,57.603
-26.429,57.671
-20.205,66.159
-21.871,61.286
-19.414,59.295
-18.782,67.973
-17.921,72.076
-25.099,64.894
-16.873,65.896
-2.265,74.100
7.761,68.055
7.837,48.430
-1.540,37.254
-13.040,54.015
-19.644,64.982
-35.723,29.896
-3.627,-75.020
1.812,-76.370
-6.708,-74.465
14.850,-48.839
18.106,-71.848
21.020,-67.808
42.104,-44.050
53.426,-34.581
41.211,-48.775
48.525,-41.326
56.774,-31.005
62.133,-22.010
63.278,20.599
47.681,37.094
33.661,-24.513
22.630,-46.334
9.460,80.443
7.868,81.955
2.365,82.640
17.453,72.133
45.747,23.745
14.350,73.874
7.819,71.008
7.227,67.553
28.679,60.513
5.553,57.852
-18.630,71.025
-19.178,68.774
-18.875,70.485
-19.975,65.263
-31.267,57.410
-38.177,51.650
-42.254,47.541
-44.023,45.945
-43.992,45.806
-41.557,47.661
-37.303,52.322
-29.663,55.143
-42.928,47.001
-48.952,35.570
-44.952,35.573
-39.493,39.915
-39.151,47.204
-29.012,59.587
-25.721,64.069
-27.798,62.174
-34.994,54.959
-31.589,56.611
-22.766,58.073
-21.270,61.309
-21.800,67.644
-19.407,70.235
-18.775,70.926
-8.098,78.101
2.031,62.247
7.187,32.805
19.609,17.468
30.491,18.198
29.381,34.867
16.656,41.123
5.800,49.977
-17.902,27.140
-37.703,-22.352
-26.726,-62.955
-0.697,-68.862
-0.544,-64.722
18.938,-64.739
49.921,-30.161
57.562,-28.640
40.016,-43.907
38.943,-50.998
40.141,-43.272
50.834,-34.486
60.151,-26.487
67.655,-19.126
51.638,-33.894
42.445,-46.679
47.401,-42.199
57.961,-30.898
67.884,-19.258
64.409,-17.452
60.815,-18.279
43.246,-30.483
40.293,-8.369
29.374,-13.923
10.000,-7.778
-2.805,38.832
0.337,70.935
-14.629,64.509
1.908,63.894
-2.425,30.364
1.084,78.551
-2.440,79.108
-0.291,66.398
-22.659,62.713
-25.053,64.097
-23.174,64.583
-27.670,61.737
-25.726,62.658
-31.736,58.014
-31.736,58.256
-33.413,56.431
-37.811,51.862
-36.951,51.784
-29.597,56.912
-20.005,61.737
-32.691,54.222
-37.295,46.845
-59.882,25.976
-43.988,29.763
-39.490,42.813
-38.910,51.061
-34.073,55.919
-29.948,59.788
-24.300,65.357
-22.156,67.662
-20.563,69.160
-23.953,63.723
-20.345,68.085
-18.057,65.929
-16.499,69.123
-11.328,76.534
-1.314,84.503
9.008,75.632
22.273,57.112
29.537,47.475
28.884,44.941
33.484,30.531
38.289,33.357
35.192,40.202
35.005,42.465
24.669,51.455
15.220,53.576
0.668,49.916
-15.183,67.806
-14.414,75.192
-6.149,-62.529
-2.574,-55.557
1.754,-64.299
17.121,-72.421
60.673,-25.262
33.813,-55.006
26.990,-52.899
34.754,-45.686
50.032,-33.351
51.789,-35.912
42.722,-46.869
40.683,-49.289
42.369,-47.622
45.456,-44.487
45.931,-43.743
30.582,-58.484
38.335,-49.171
56.036,0.647
27.505,28.427
-0.529,-14.010
7.201,6.923
7.339,46.994
5.300,54.704
-2.920,70.928
-5.712,59.742
11.387,44.205
13.296,74.698
9.526,76.328
21.703,64.765
29.761,51.890
21.958,49.573
-0.904,37.570
-24.969,64.804
-29.639,59.717
-37.277,51.846
-38.624,50.676
-42.806,46.606
-45.323,44.075
-43.566,46.052
-37.696,51.945
-36.275,53.533
-18.203,66.031
-31.154,55.090
-31.671,37.641
-45.895,41.770
-33.973,39.914
-32.471,42.220
-18.307,65.038
-18.041,71.527
-18.694,68.365
-21.409,63.653
-26.186,59.666
-20.941,68.291
-19.366,69.346
-20.579,68.074
-23.566,60.594
-27.430,55.016
-29.461,59.420
-36.283,53.716
-24.831,62.189
-24.340,52.027
-25.435,36.216
-24.160,20.054
10.041,10.471
51.078,7.066
54.738,-8.847
63.194,2.593
59.547,18.408
39.144,38.421
33.839,38.458
20.039,40.727
32.315,30.073
35.368,45.672
34.893,41.754
33.045,40.558
32.694,26.018
40.734,25.416
58.881,17.705
75.279,-10.644
64.692,-23.925
62.948,-26.185
41.559,-47.690
18.824,-67.651
15.458,-73.061
17.977,-69.686
18.887,-64.648
25.438,-63.960
39.600,-50.400
46.486,-43.451
50.589,-39.034
51.742,-38.015
47.369,-41.862
48.939,-39.562
57.853,-28.253
65.646,-23.726
71.768,-14.737
62.464,-4.566
40.962,10.084
27.445,21.584
20.004,34.571
14.032,30.197
-7.459,16.247
-24.152,-7.975
-18.141,39.445
-9.454,70.644
-24.346,63.942
-0.041,74.729
7.875,60.880
10.515,79.354
11.308,75.861
21.564,53.939
20.830,56.576
15.721,63.608
9.351,73.157
-3.235,86.072
-11.026,78.958
-19.033,70.215
-20.518,60.838
-29.749,57.927
-34.860,53.240
-34.013,54.711
-35.318,54.304
-31.568,58.390
-29.429,59.051
-28.416,58.197
-27.559,59.458
-27.416,61.356
-28.661,61.266
-28.694,61.231
